MES,A–o,Dia,Fecha,Turno,TMS,Cbz Cu %,Cbz Au oz/ton,Cbz Ag oz/ton,Cbz Fe %,TM Finas Cu Conc,Cu % Con,Au oz/t Conc,Ag oz/t Conc,Rec Cu %,Rec Au % ,Rec Ag %,TMF Cu Conc,oz/t Au Finos Conc,oz/t Ag Finos Conc,TMF Fe Finos Conc,TMF Cu Cbz,oz/t Au Cbz,oz/t Ag Cbz,TMF Fe Cbz,Ratio,TMF Cu Rel,oz/t Au Rel,oz/t Ag Rel,TMF Fe Rel,Hrs Operacion,Tipo de Mineral,pH,Jefe de Guardia,% Malla -200,% Malla -201 WSP,Target %R,Uso Denver
October,2023,03,3-Oct-23,TN,110.0109528,1.77,0.029275591,0.516267717,0,8.361310202,18.79,0.28,4.5,80.68483655,69.72607613,63.80263718,1.571090187,2.341166857,37.62589591,0,1.947193865,3.357663283,58.97232085,0,13.15714286,0.376103678,1.016496426,21.34642495,0,12,SULFURO,12.2,,59,,No,No
October,2023,04,4-Oct-23,TN,181.1937786,1.57,0.027411356,0.439889919,0,12.35412127,17.97,0.292,3.7,78.03995368,64.03508772,51.99063232,2.220035592,3.60740341,45.71024869,0,2.844742324,5.633479298,87.92016303,0,14.66666667,0.624706732,2.026075888,42.20991433,0,8.083333333,SULFURO,12.2,,60,,No,No
October,2023,05,5-Oct-23,TN,185.1183528,1.51,0.019691279,0.467371101,0,13.42544658,17.24,0.155,4.34,82.80176184,54.79235522,64.10789129,2.31454699,2.080944219,58.26643814,0,2.795287127,3.797873282,90.88809033,0,13.78861789,0.480740137,1.716929062,32.62165218,0,12,SULFURO,12.3,,58,,No,No
October,2023,06,6-Oct-23,TN,161.356613,1.5,0.027353947,0.612986842,0,14.79930605,14.77,0.213,4.13,90.31165868,60.57300509,53.67069457,2.185857504,3.152252189,61.12113399,0,2.420349195,5.204054486,113.8817645,0,10.90298507,0.234491691,2.051802297,52.7606305,0,12,SULFURO,12,,58,,Si,No
October,2023,07,7-Oct-23,TN,185.0067012,1.61,0.029428789,0.533558033,0,14.37518807,18.94,0.306,4.77,91.40715129,78.64523738,67.89770788,2.72266062,4.398807548,68.56964707,0,2.978607889,5.59322814,100.9896346,0,12.86986301,0.25594727,1.194420592,32.4199875,0,12,SULFURO,12,,62,,Si,No
October,2023,08,8-Oct-23,TN,190.109405,1.54,0.020404887,0.456487782,0,15.31687149,17.06,0.225,4.91,89.25340063,66.34865568,65.16511828,2.613058277,3.446296086,75.20583903,0,2.927684837,5.194221421,115.4081217,0,12.41176471,0.31462656,1.747925335,40.20228271,0,12,SULFURO,12,,59,,No,No
October,2023,09,9-Oct-23,TN,165.6892247,1.55,0.020232673,0.360173267,0,12.84336594,17.14,0.169,3.51,85.71635808,66.98233087,78.66319949,2.201352922,2.170528844,45.08021445,0,2.568182983,3.240449855,57.30788315,0,12.90076336,0.366830061,1.069921011,12.2276687,0,12,SULFURO,12.05,,61,,No,No
October,2023,10,10-Oct-23,TN,189.2095663,1.56,0.019280022,0.729845047,0,12.81375544,18.63,0.181,7.02,80.87636012,59.36466792,60.71181972,2.387202639,2.319289736,89.95256322,0,2.951669234,3.906852033,148.1631808,0,14.76612903,0.564466595,1.587562298,58.21061758,0,12,SULFURO,11.9,,60,,No,No
October,2023,11,11-Oct-23,TN,196.7120166,1.44,0.042244675,0.494391043,0,11.09240031,19.68,0.376,4.96,77.06501121,55.52183808,63.55087455,2.182984382,4.170742518,55.01830556,0,2.832653039,7.511895611,86.57364032,0,17.73394495,0.649668657,3.341153093,31.55533476,0,12,SULFURO,11.9,,60,,No,No
October,2023,12,12-Oct-23,TN,182.3545956,1.59,0.028513465,0.86497307,0,9.985305503,22.65,0.21,6.82,78.00379391,40.32867397,43.17441209,2.261671696,2.096914156,68.09978353,0,2.89943807,5.199561377,157.7318144,0,18.26229508,0.637766373,3.102647221,89.63203084,0,12,SULFURO,11.9,,59,,No,Si
October,2023,13,13-Oct-23,TN,189.1731949,1.64,0.024185466,0.68039679,0,12.98826215,22.53,0.298,6.79,94.32108565,84.59666716,68.51709881,2.926255463,3.870502121,88.19030002,0,3.102440396,4.575241852,128.7128345,0,14.56493506,0.176184933,0.704739731,40.52253452,0,12,SULFURO,11.85,,57,,Si,Si
October,2023,14,14-Oct-23,TN,194.2399916,1.58,0.024185466,0.68039679,0,11.51953663,21.09,0.298,6.79,79.16183489,82.44635386,65.04945868,2.429470275,3.432821915,78.21765369,0,3.068991867,4.163703734,120.2433583,0,16.86178862,0.639521592,0.73088182,42.02570464,0,12,SULFURO,11.75,,59,,No,Si
October,2023,15,15-Oct-23,TN,189.3639302,1.36,0.03,0.29,0,10.84638381,19.3,0.475,5.12,81.28419523,80.4796916,51.75362131,2.093352076,5.152032311,55.53348512,0,2.575349451,6.401655136,107.3035736,0,17.4587156,0.481997375,1.249622825,51.77008846,0,12,SULFURO,11.9,,59,,No,Si
October,2023,16,16-Oct-23,TN,176.3416118,1.18,0.018,0.63,0,6.756946393,24.27,0.327,7.05,78.81038268,61.95732762,51.93203837,1.639910889,2.20952147,47.63647207,0,2.08083102,3.566198794,91.72848508,0,26.09782609,0.44092013,1.356677324,44.09201301,0,12,SULFURO,11.95,,60,,No,Si
October,2023,17,17-Oct-23,TN,175.116062,1.17,0.01,0.19,0,7.017117354,22.73,0.54,7.25,77.84779779,78.97815913,65.41615704,1.594990775,3.789243371,50.87410082,0,2.048857925,4.797837039,77.76993196,0,24.95555556,0.45386715,1.008593668,26.89583114,0,12,SULFURO,11.9,,59,,No,Si
October,2023,18,18-Oct-23,TN,50.8545198,1.26,0.02,0.21,0,2.675318531,21.79,0.172,5.6,90.9772123,46.47436657,75.66670618,0.582951908,0.460154787,14.98178377,0,0.640766949,0.990126001,19.7997039,0,19.00877193,0.057815042,0.529971214,4.817920127,0,12,SULFURO,12,,60,,Si,Si
October,2023,19,19-Oct-23,TN,178.9563477,1.207,0.017,0.39,0,7.915235584,24.48,0.219,7.6,89.70587385,52.96483428,63.74865652,1.937649671,1.733436593,60.15579044,0,2.160003117,3.272806602,94.36401286,0,22.60909935,0.222353446,1.539370009,34.20822242,0,12,SULFURO,12,,59,,No,Si
October,2023,20,20-Oct-23,TN,183.4959432,1.175285,0.117,0.28,0,8.688717049,23.01,0.169,7.04,92.70488352,62.68676598,74.46374579,1.999273793,1.468393181,61.16856803,0,2.156600297,2.342429312,82.14543517,0,21.11887661,0.157326504,0.874036131,20.97686714,0,12,SULFURO,12,,59,,Si,Si
October,2023,21,21-Oct-23,TN,191.1002871,1.18,0.014,0.455,0,11.51336189,17.87,0.217,6.296,91.23959765,73.56165252,69.63622681,2.05743777,2.498399531,72.48812649,0,2.254983388,3.396334157,104.0954253,0,16.59813084,0.197545618,0.897934626,31.60729884,0,12,SULFURO,12.1,,60,,Si,Si
October,2023,22,22-Oct-23,TN,125.0033024,1.2078,0.016,0.522,0,5.574206011,24.3,0.203,6.416,89.7165939,57.51080069,61.18162318,1.354532061,1.13156382,35.76410577,0,1.509789886,1.967567495,58.45563408,0,22.42531082,0.155257825,0.836003675,22.69152831,0,12,SULFURO,12,,63,,No,Si
October,2023,23,23-Oct-23,TN,185.0284418,1.31,0.015,0.452,0,9.114304241,23.12,0.193,5.658,86.93638233,62.49892535,58.14714268,2.10722714,1.759060718,51.56873339,0,2.423872588,2.814545544,88.68661643,0,20.30088496,0.316645448,1.055484826,37.11788303,0,12,SULFURO,12,,63,,No,Si
October,2023,24,24-Oct-23,TN,186.9779181,1.22,0.017,0.345,0,8.738008579,24.27,0.583,6.029,92.96770126,85.1105886,77.66477961,2.120714682,5.094259001,52.68145372,0,2.281130601,5.985458549,67.83184603,0,21.39823009,0.160415919,0.891199548,15.15039231,0,12,SULFURO,12,,61,,Si,Si
October,2023,25,25-Oct-23,TN,173.915,1.34,0.033,0.404,0,9.298237861,18.69,0.205,4.089,74.57068178,47.10986048,46.75722002,1.737840656,1.906138762,38.02049462,0,2.330461,4.046156669,81.31470306,0,18.70408163,0.592620344,2.140017908,43.29420844,0,12,SULFURO,12,,65,,No,Si
October,2023,26,26-Oct-23,TN,193.0494,1.47,0.016,0.493,0,10.95435268,23.08,0.255,4.728,89.09159473,63.02401186,57.75996873,2.5282646,2.793359935,51.79217949,0,2.83782618,4.43221536,89.66794933,0,17.62307692,0.30956158,1.638855426,37.87576984,0,12,SULFURO,12,,60,,No,Si
October,2023,27,27-Oct-23,TN,188.48136,1.31,0.016,0.747,0,10.10196288,21.44,0.242,9.449,87.71842935,66.19160728,74.00136024,2.165860841,2.444675016,95.45344723,0,2.469105816,3.693330796,128.9887739,0,18.65789474,0.303244975,1.24865578,33.53532666,0,12,SULFURO,11.9,,60,,No,Si
October,2023,28,28-Oct-23,TN,184.4891999,1.352445934,0.017521191,0.683412425,0,10.57316497,21.19390956,0.24467536,5.006174776,89.81010938,54.00618669,41.98142715,2.240867022,1.745734077,52.93111179,0,2.495116682,3.232470544,126.0822116,0,17.44881503,0.254249661,1.486736467,73.15109976,0,12,SULFURO,12,,59,,No,Si
October,2023,29,29-Oct-23,TN,194.2948,1.35,0.017521191,0.541,0,10.75621476,22.85,0.24467536,7.131,93.70240187,65.6275175,54.28035662,2.457795073,2.631780716,76.70256747,0,2.6229798,4.010178682,141.3081495,0,18.06349206,0.165184727,1.378397966,64.605582,0,12,SULFURO,11.8,,59,,Si,Si
October,2023,31,31-Oct-23,TN,192.392634,1.31,0.027,0.652,0,8.975552688,23.38,0.502,6.862,83.26183371,73.18673308,53.23349814,2.098484218,4.505727449,61.59024254,0,2.520343505,6.156481181,115.6982815,0,21.43518519,0.421859287,1.650753732,54.10803899,0,12,SULFURO,12,,60,,No,Si
October,2023,01,1-Oct-23,DIA,85.45332,1.66,0.035461333,0.454925097,0,5.060023032,20.09,0.408352838,3.951171915,71.66306881,68.18739179,51.42917805,1.016558627,2.066274765,19.99302089,0,1.418525112,3.030288607,38.87485986,0,16.88793103,0.401966485,0.964013842,18.88183897,0,12,SULFURO,11.9,,58,,No,No
October,2023,02,2-Oct-23,DIA,314.6400448,1.629193391,0.031199494,0.452555722,0,19.43111057,18.99781114,0.321507481,3.867092795,72.01360531,63.63955793,52.77110172,3.691485688,6.24724741,75.14190766,0,5.126094815,9.816610318,142.3921525,0,15.74711332,1.434609127,3.569362908,67.25024488,0,24,SULFURO,11.75,,59,,No,No
October,2023,03,3-Oct-23,DIA,287.729788,1.70823412,0.021937569,0.549838118,0,18.27190687,20.3412506,0.223048492,4.923068345,75.61871715,65.03482363,58.06080576,3.716734366,4.075521274,89.95384633,0,4.915098412,6.266675369,154.9304133,0,15.74711332,1.198364046,2.191154096,64.97656696,0,24,SULFURO,12.5,,59,,No,No
October,2023,04,4-Oct-23,DIA,363.6078328,1.59006712,0.022724267,0.444483566,0,23.96743838,18.80826391,0.229493616,3.792063666,77.96894218,61.85160506,53.79014877,4.507859064,5.5003741,90.88605227,0,5.781608597,8.892855885,168.9641214,0,15.17090926,1.273749533,3.392481785,78.07806912,0,20.08333333,SULFURO,12.3,,60,,No,No
October,2023,05,5-Oct-23,DIA,367.0651646,1.500086403,0.020838417,0.478275985,0,23.32410732,19.85003616,0.180888164,4.895958923,84.0827463,55.10447259,64.85940337,4.629843738,4.21905494,114.1938714,0,5.506294623,7.656465513,176.0637092,0,15.73758685,0.876450885,3.437410573,61.86983786,0,24,SULFURO,12.38,,57,,No,No
October,2023,06,6-Oct-23,DIA,302.4408822,1.565307962,0.029072217,0.62393141,0,24.23417942,16.66599295,0.248038884,4.585505493,85.31378735,62.33806417,54.28778681,4.038866633,6.01101882,111.1259628,0,4.73413121,9.642613867,204.6979061,0,12.4799308,0.695264577,3.631595047,93.57194321,0,24,SULFURO,12,,59,,No,No
October,2023,07,7-Oct-23,DIA,370.2901854,1.599992525,0.024913465,0.494994103,0,23.73293979,19.88236225,0.2740622,4.825201136,79.64515557,68.77051928,61.10819075,4.718669063,6.504301687,114.5162081,0,5.924615288,9.457979603,187.399114,0,15.60237327,1.205946225,2.953677917,72.88290596,0,24,SULFURO,12,,61,,No,No
October,2023,08,8-Oct-23,DIA,351.3201406,1.544588713,0.027749049,0.496121673,0,27.63704153,17.74205058,0.292,4.58,90.3606735,82.77958488,72.62159476,4.903377887,8.070016127,126.5776502,0,5.426451239,9.748799947,174.2975359,0,12.71193012,0.523073352,1.67878382,47.7198857,0,24,SULFURO,12.05,,59.5,,Si,No
October,2023,09,9-Oct-23,DIA,351.201834,1.454920002,0.017507148,0.302466149,0,22.08792226,20.03625837,0.220479737,4.066650814,86.61150774,69.5957289,75.05440522,4.425593174,4.869939291,89.82386706,0,5.10970573,6.99746862,119.6783411,0,15.90017521,0.684112556,2.127529329,29.854474,0,24,SULFURO,12.03,,59.5,,No,No
October,2023,10,10-Oct-23,DIA,364.5619234,1.502280635,0.019523869,0.580918812,0,24.4028792,19.1903915,0.217093012,5.76624275,85.50716921,71.81808605,63.42694361,4.683008055,5.297694541,140.7129253,0,5.476743177,7.376546539,221.8503955,0,14.9392996,0.793735121,2.078851998,81.13747025,0,24,SULFURO,11.95,,58.5,,No,No
October,2023,11,11-Oct-23,DIA,385.3015834,1.405737827,0.032132481,0.54548391,0,23.85719632,19.02188834,0.287181678,5.580658152,83.78531511,58.18592702,64.90339439,4.538089246,6.85134968,133.1388571,0,5.416330105,11.77492571,205.1338892,0,16.15032958,0.878240859,4.92357603,71.99503206,0,24,SULFURO,11.9,,58.5,,No,No
October,2023,12,12-Oct-23,DIA,368.048785,1.484047253,0.025295052,0.711223501,0,22.16535795,20.19919212,0.201757373,5.495684531,81.9701314,48.03559852,46.53557207,4.477223236,4.472024383,121.8138148,0,5.462017884,9.309812974,261.7649454,0,16.60468492,0.984794647,4.837788591,139.9511306,0,24,SULFURO,11.93,,58.5,,No,Si
October,2023,13,13-Oct-23,DIA,358.3660591,1.588066468,0.018701872,0.628651342,0,21.67355262,21.66842577,0.232279919,6.377245832,82.52051284,75.11554381,61.3516921,4.69631766,5.034331044,138.2175731,0,5.691091219,6.702116218,225.287304,0,16.53471701,0.994773559,1.667785174,87.06973093,0,24,SULFURO,11.88,,57.5,,No,Si
October,2023,14,14-Oct-23,DIA,367.5970439,1.631875487,0.018708001,0.628709176,0,20.6512819,22.45193848,0.225481198,6.334546548,77.29329641,73.06901127,59.33594599,4.636613107,4.656475781,130.8165065,0,5.99872605,6.372709443,220.4675501,0,17.80020464,1.362112943,1.716233662,89.65104367,0,24,SULFURO,11.78,,59,,No,Si
October,2023,15,15-Oct-23,DIA,349.1070248,1.478969833,0.022221203,0.372363731,0,22.31119921,20.18383786,0.467805971,5.998699264,87.21852926,82.98990428,63.04249298,4.503256272,10.43731221,133.8381743,0,5.163187582,12.57660471,212.298353,0,15.64716542,0.65993131,2.1392925,78.4601787,0,24,SULFURO,11.85,,58.5,,No,Si
October,2023,16,16-Oct-23,DIA,326.2697056,1.161619122,0.017540478,0.574857365,0,13.20280078,24.27976437,0.460771927,7.289227169,84.58045834,70.83685599,55.52274848,3.205608919,6.083479955,96.23821413,0,3.790011289,8.588015194,173.3311422,0,24.71215851,0.58440237,2.504535239,77.09292808,0,24,SULFURO,11.98,,59.5,,No,Si
October,2023,17,17-Oct-23,DIA,327.477793,1.188191596,0.014187324,0.259788731,0,15.50296526,19.94389005,0.317768047,5.793997548,79.46141855,75.66836987,62.98249448,3.091894345,4.926346991,89.8241427,0,3.891063615,6.510444191,142.6176328,0,21.12355846,0.79916927,1.5840972,52.7934901,0,24,SULFURO,11.9,,59,,No,Si
October,2023,18,18-Oct-23,DIA,182.9901678,1.253501176,0.014945359,0.181116339,0,9.145248233,22.52576208,0.266800115,6.045702031,89.80954367,59.4977635,71.15706912,2.060036859,2.439953276,55.28944581,0,2.293783906,4.100915955,77.7005665,0,20.00931666,0.233747047,1.660962679,22.41112069,0,24,SULFURO,11.98,,61,,No,Si
October,2023,19,19-Oct-23,DIA,364.7408477,1.193247272,0.018528081,0.344157575,0,16.02073645,23.89311181,0.211410929,6.881567906,87.95091014,50.52810319,63.7695637,3.827852472,3.386958769,110.2477858,0,4.352260217,6.70311877,172.8846481,0,22.76679658,0.524407744,3.31616,62.63686228,0,21.25,SULFURO,11.98,,60.5,,No,Si
October,2023,20,20-Oct-23,DIA,368.9046955,1.182680649,0.06372519,0.259896298,0,17.45641943,23.08031673,0.191099544,6.89936654,92.34539824,63.30251969,72.4899002,4.028996895,3.335913789,120.4382361,0,4.362964448,5.269796219,166.1448503,0,21.13289595,0.333967553,1.93388243,45.70661412,0,24,SULFURO,11.98,,59.5,,Si,Si
October,2023,21,21-Oct-23,DIA,373.6644519,1.192214446,0.013022844,0.471123068,0,20.41795698,20.08546862,0.186471889,5.702882416,92.05726966,66.24670428,64.31658627,4.101042343,3.807375009,116.4412078,0,4.454881573,5.747267053,181.0438249,0,18.30077574,0.35383923,1.939892044,64.60261707,0,24,SULFURO,12.04,,60,,Si,Si
October,2023,22,22-Oct-23,DIA,301.2916493,1.209087239,0.014829783,0.504446741,0,14.40055085,23.05577815,0.196870828,6.083798895,91.14107722,60.63205837,62.90549035,3.320159056,2.835048374,87.61005535,0,3.642878884,4.675824061,139.27251,0,20.92223085,0.322719827,1.840775687,51.66245467,0,24,SULFURO,12,,61.5,,Si,Si
October,2023,23,23-Oct-23,DIA,375.0215496,1.294801425,0.013480142,0.495569249,0,19.00025956,23.03675099,0.166984683,5.621578557,90.14079192,61.86182116,59.59451605,4.377042483,3.17275233,106.8114517,0,4.855784367,5.128772917,179.2303366,0,19.73770665,0.478741885,1.956020588,72.41888491,0,24,SULFURO,11.9,,60.5,,Si,Si
October,2023,24,24-Oct-23,DIA,368.8950013,1.204750397,0.015242909,0.384662279,0,17.15718774,23.93741393,0.371592862,5.869727237,92.41096062,76.7421467,73.35009818,4.106987048,6.375488491,100.7080122,0,4.444263992,8.307675463,137.2977197,0,21.50090136,0.337276944,1.932186972,36.5897075,0,24,SULFURO,11.9,,60,,Si,Si
October,2023,25,25-Oct-23,DIA,363.284266,1.350425404,0.024659677,0.410776513,0,20.50455596,20.34051517,0.195162492,4.601643453,85.01491578,55.49685127,53.46224611,4.170732316,4.001720246,94.3546557,0,4.905883018,7.210715841,176.4883868,0,17.71724619,0.735150702,3.208995595,82.13373108,0,24,SULFURO,11.9,,61.5,,No,Si
October,2023,26,26-Oct-23,DIA,358.0368,1.43774321,0.015539189,0.628939331,0,21.44394095,21.76904244,0.196300408,6.240981993,90.68489128,60.74428868,59.15330689,4.668140607,4.209454351,133.8312494,0,5.14764978,6.929794459,226.2447467,0,16.69640859,0.479509173,2.720340108,92.41349738,0,24,SULFURO,11.9,,59,,Si,Si
October,2023,27,27-Oct-23,DIA,382.36456,1.330282549,0.017521191,0.73888698,0,18.23107824,23.38409472,0.24467536,8.360574492,83.81300078,61.99385015,54.99376151,4.263172604,4.460695626,152.4222877,0,5.086529016,7.195384083,277.1628699,0,20.97322797,0.823356412,2.734688457,124.7405822,0,24,SULFURO,11.85,,59,,No,Si
October,2023,28,28-Oct-23,DIA,375.4331999,1.371545799,0.017521191,0.722873192,0,22.38710461,20.58497785,0.24467536,4.468871916,89.49635407,67.38316087,40.18582594,4.608380525,5.477572874,100.0451031,0,5.149238282,8.128993657,248.9561947,0,16.77006502,0.540857757,2.651420784,148.9110916,0,24,SULFURO,11.9,,58.5,,No,Si
October,2023,29,29-Oct-23,DIA,382.2788,1.384422207,0.017521191,0.493300656,0,22.42358669,22.23602602,0.24467536,7.074805771,94.21357471,66.99793353,57.37612073,4.986114571,5.48649914,158.6425205,,5.2923526,8.189057261,276.4957242,0,17.04806663,0.306238029,2.70255812,117.8532037,0,24,SULFURO,11.9,,59.5,,Si,Si
October,2023,30,30-Oct-23,DIA,384.135257,1.284864633,0.023558659,0.559414267,0,20.93888718,21.83234748,0.207836792,5.440622589,92.62164439,61.43997028,50.79515759,4.571450607,4.351871147,113.9205826,0,4.93561806,7.083127038,224.2744938,0,18.34554309,0.364167452,2.731255891,110.3539112,0,24,SULFURO,11.9,,59.5,,Si,Si
October,2023,31,31-Oct-23,DIA,387.980949,1.284794083,0.025991763,0.585456378,0,18.83278872,23.04501875,0.347594581,6.467350218,87.06583539,65.10860512,53.70373409,4.340019693,6.546175308,121.7982402,0,4.984756274,10.05423983,226.7965949,0,20.60135409,0.644736582,3.508064521,104.9983546,0,24,SULFURO,11.9,,59.5,,No,Si
November,2023,01,1-Nov-23,TD,197.975145,1.21,0.01841598,0.52690165,0,10.50290675,21.38,0.25582277,5.092416849,93.73918442,73.69587898,51.27353115,2.245521464,2.686882702,53.48517932,0,2.395499255,3.645906311,104.3134306,0,18.84955752,0.149977791,0.959023608,50.82825124,0,12,SULFURO,11.9,,58,,Si,Si
November,2023,02,2-Nov-23,TD,198.1244,1.11,0.01841598,0.51769366,0,8.776563333,22.9,0.283290042,8.110750109,91.39007428,68.14327485,69.40243395,2.009833003,2.486312997,71.18451201,0,2.19918084,3.648654988,102.5677458,0,22.57425743,0.189347837,1.162341991,31.38323376,0,12,SULFURO,12.1,,58,,Si,Si
November,2023,03,3-Nov-23,TD,194.2025173,1.26,0.01739287,0.51973988,0,10.75863711,21.38,0.209286688,5.979991246,94.00253372,66.66114333,63.74071199,2.300196614,2.251639527,64.33655572,0,2.446951718,3.377739137,100.934793,0,18.05084746,0.146755104,1.12609961,36.59823731,0,12,SULFURO,11.85,,58,,Si,Si
November,2023,04,4-Nov-23,TD,194.0855161,1.35,0.02148531,0.54838696,0,13.2978657,18.48,0.216217247,4.05356182,93.79010332,68.95051659,50.64522412,2.457445582,2.875227909,53.9037207,0,2.620154467,4.169987479,106.4339661,0,14.5952381,0.162708885,1.294759571,52.53024545,0,12,SULFURO,11.9,,58,,Si,Si
November,2023,05,5-Nov-23,TD,198.2076039,1.46,0.02250842,0.55145629,0,12.32101322,22.28,0.284913893,5.506289054,94.86116253,78.68550369,62.06889635,2.745121745,3.510427847,67.84306021,0,2.893831017,4.461339997,109.3028299,0,16.08695652,0.148709273,0.950912149,41.4597697,0,12,SULFURO,11.2,,57,,Si,Si
November,2023,06,6-Nov-23,TD,183.816,1.53,0.02762397,0.58931136,0,12.35666203,21.65,0.33251075,5.4634074,95.12273461,79.60707468,65.80266848,2.67521733,4.108722959,67.50947878,0,2.8123848,5.161253539,102.5938314,0,14.87586207,0.13716747,1.05253058,35.08435265,0,12,SULFURO,11.1,,57,,Si,Si
November,2023,07,7-Nov-23,TD,198.98082,1.38,0.01943909,0.77142494,0,12.06232179,21.06,0.32432587,7.8677159,92.51219259,77.32152803,57.88884687,2.540324968,3.912123007,94.9029209,0,2.745935316,5.059552115,163.9399056,0,16.49606299,0.205610348,1.147429108,69.03698468,0,12,SULFURO,11.2,,58,,Si,Si
November,2023,08,8-Nov-23,TD,198.910705,1.3,0.02557775,0.67422949,0,10.75669593,22.64,0.17290559,9.53129276,94.17894163,57.98740016,68.14195902,2.435315958,1.859892856,102.525218,0,2.585839165,3.207408593,150.4582778,0,18.49180328,0.150523207,1.347515738,47.93305981,0,12,SULFURO,11.1,,58,,Si,Si
November,2023,09,9-Nov-23,TD,164.274,1.43,0.01943909,0.66706772,0,10.4447237,21.46,0.24759262,7.7040183,95.41613132,80.42224611,67.51502158,2.241437707,2.586036507,80.46634254,0,2.3491182,3.21557359,119.1828732,0,15.72794118,0.107680493,0.629537083,38.71653063,0,12,SULFURO,11,,56,,Si,Si
November,2023,10,10-Nov-23,TD,162.1361,1.38,0.02864708,0.61693533,0,9.076136364,22.46,0.21178377,5.35802707,91.10704388,52.73831604,58.42294419,2.038500227,1.922178376,48.63018433,0,2.23747818,3.644747349,83.23816097,0,17.864,0.198977953,1.722568973,34.60797665,0,12,SULFURO,11.5,,57,,Si,Si
November,2023,11,11-Nov-23,TD,160.54189,1.27,0.035,0.569,0,8.191627183,23.03,0.236,6.707,92.52775479,41.34770889,56.03026575,1.88653174,1.933224015,54.94124351,0,2.038882003,4.675528746,98.05636789,0,19.5982906,0.152350263,2.742304731,43.11512438,0,12,SULFURO,11.8,,57,,Si,Si
November,2023,12,12-Nov-23,TD,171.72375,1.2,0.018,0.59,0,8.784025922,21.79,0.277,5.793,92.88364055,71.33709195,57.90829743,1.914039248,2.43317518,50.88586216,0,2.060685,3.410813525,87.87317953,0,19.54954955,0.146645752,0.977638344,36.98731737,0,12,SULFURO,11.8,,58,,Si,Si
November,2023,13,13-Nov-23,TD,108.955,1.24,0.021,0.535,0,4.984869281,24.6,1.469,6.776,90.76533839,92.14983421,61.54405086,1.226277843,7.322772974,33.77747425,0,1.351042,7.946593758,54.88341078,0,21.85714286,0.124764157,0.623820784,21.10593654,0,6.583333333,SULFURO,11.9,,56,,Si,Si
November,2023,14,14-Nov-23,TD,69.2081,1.27,0.019,0.518,0,3.451160819,22.61,0.407,5.843,88.77794995,72.75280899,56.61498426,0.780307461,1.404622453,20.16513267,0,0.87894287,1.930677967,35.61801337,0,20.05357143,0.098635409,0.526055513,15.45288071,0,3.166666667,SULFURO,11.7,,56,,No,Si
November,2023,15,15-Nov-23,TD,193.40378,1.22,0.016,0.607,0,8.860520727,25.38,0.43,8.447,95.30727993,80.50355068,67.08392782,2.24880016,3.810023912,74.84481858,0,2.359526116,4.732740209,111.5689272,0,21.82758621,0.110725956,0.922716296,36.7241086,0,12,SULFURO,11.9,,58,,Si,Si
November,2023,16,16-Nov-23,TD,194.376,1.09,0.019,0.566,0,8.232207237,24.38,0.319,8.66,94.72854297,63.8136301,66.14785415,2.007012124,2.626074109,71.29091467,0,2.1186984,4.115224451,107.7750981,0,23.61165049,0.111686276,1.489150342,36.48418338,0,12,SULFURO,11.9,,59,,Si,Si
November,2023,17,17-Nov-23,TD,196.2514,1.45,0.025,0.712,0,11.03259819,24.45,0.243,8.431,94.7929195,67.40296815,65.37334585,2.697470259,2.680921361,93.01583538,0,2.8456453,3.977452974,142.2840367,0,17.78832117,0.148175041,1.296531613,49.26820128,0,12,SULFURO,11.8,,59,,Si,Si
November,2023,18,18-Nov-23,TD,190.5711063,1.24,0.018,0.511,0,8.808551938,24.97,0.564,7.753,93.07741676,84.53567937,63.92869716,2.199495419,4.968023293,68.29270318,0,2.363081718,5.876836065,106.8263647,0,21.63478261,0.163586299,0.908812772,38.53366152,0,12,SULFURO,11.7,,57,,Si,Si
November,2023,19,19-Nov-23,TD,196.979706,1.23,0.019,0.621,0,8.704627008,26.32,0.449,7.961,94.5604336,72.18249349,61.8529302,2.291057829,3.908377527,69.29753561,0,2.422850384,5.414578159,112.0359785,0,22.62931034,0.131792555,1.506200632,42.73844293,0,12,SULFURO,11.7,,57,,Si,Si
November,2023,20,20-Nov-23,TD,192.19243,1.36,0.018,0.588,0,9.121479807,27.05,0.262,10.17,94.39682436,62.00266233,63.36211114,2.467360288,2.389827709,92.76544964,0,2.613817048,3.854395311,146.405238,0,21.0703125,0.14645676,1.464567602,53.63978841,0,12,SULFURO,11.4,,58,,Si,Si
November,2023,21,21-Nov-23,TD,196.880761,1.35,0.022,0.712,0,8.598049518,27.19,0.337,11.729,87.95734298,65.79635329,65.83138871,2.337809664,2.897542688,100.8465228,0,2.657890274,4.403804379,153.1891166,0,22.89830508,0.32008061,1.506261692,52.34259379,0,12,SULFURO,11.5,,59,,No,Si
November,2023,22,22-Nov-23,TD,196.72975,1.31,0.021,0.906,0,8.969441489,26.43,0.402,12.222,91.98589294,73.28633933,68.53919142,2.370623386,3.605715479,109.6245139,0,2.577159725,4.920037638,159.9442766,0,21.93333333,0.206536339,1.31432216,50.31976268,0,12,SULFURO,11.49,,57.5,,Si,Si
