MES,A–o,Dia,Fecha,Turno,TMS,Cbz Cu %,Cbz Au oz/ton,Cbz Ag oz/ton,Cbz Fe %,TM Finas Cu Conc,Cu % Con,Au oz/t Conc,Ag oz/t Conc,Rec Cu %,Rec Au % ,Rec Ag %,TMF Cu Conc,oz/t Au Finos Conc,oz/t Ag Finos Conc,TMF Fe Finos Conc,TMF Cu Cbz,oz/t Au Cbz,oz/t Ag Cbz,TMF Fe Cbz,Ratio,TMF Cu Rel,oz/t Au Rel,oz/t Ag Rel,TMF Fe Rel,Hrs Operacion,Tipo de Mineral,pH,Jefe de Guardia,% Malla -200,% Malla -201 WSP,Target %R,Uso Denver
August,2023,13,13-Aug-23,TD,118.7440033,1.21,0.028968224,0.601308411,20.31196262,11.31952181,10.89,0.19,4.22,85.79439252,62.52419667,66.90083929,1.232695925,2.150709143,47.76838203,5.65296919,1.43680244,3.439802921,71.40176795,24.11923755,10.49019608,0.204106515,1.289093778,23.63338592,18.46626836,,SULFURO,,,,,No,No
August,2023,14,14-Aug-23,TD,170.6075068,1.31,0.027148298,0.371077796,20.3239141,12.85777806,12.72,0.213,2.47,73.17851708,59.12957822,50.16487956,1.63550937,2.738706727,31.75871181,5.600848124,2.234958339,4.631703472,63.30865755,34.67412312,13.2688172,0.599448969,1.892996744,31.54994574,29.073275,,SULFURO,,,,,No,No
August,2023,15,15-Aug-23,TD,172.5154302,1.49,0.023950763,0.422736383,21.22475817,9.170754896,23.22,0.219,4.39,82.84247927,48.60734623,55.20418891,2.129449287,2.008395322,40.25961399,3.162993364,2.57047991,4.131876101,72.92854906,36.61598287,18.81147541,0.441030623,2.123480779,32.66893506,33.4529895,,SULFURO,,,,,No,No
August,2023,16,16-Aug-23,TD,174.8386244,1.52,0.029005945,0.50566879,19.47387261,9.874113395,23.74,0.263,4.61,88.2059448,51.20701518,51.48675316,2.34411452,2.596891823,45.51966275,3.496423553,2.657547091,5.071359488,88.41043561,34.04785099,17.70676692,0.313432571,2.474467665,42.89077286,30.55142744,,SULFURO,,,,,No,No
August,2023,17,17-Aug-23,TD,177.1671153,1.41,0.031335388,0.448631319,24.05639951,8.956660577,16.81,0.263,3.24,60.27144494,42.43103923,36.51055409,1.505614643,2.355601732,29.01958027,3.595203556,2.498056326,5.551600372,79.48271669,42.62002906,19.7804878,0.992441683,3.19599864,50.46313642,39.0248255,,SULFURO,,,,,No,No
August,2023,18,18-Aug-23,TD,160.1971423,1.56,0.022941294,0.443715811,26.84996664,9.93884872,15.62,0.143,3.07,62.12090111,38.67224985,42.92544315,1.55244817,1.421255367,30.51226557,3.945722942,2.499075419,3.67512977,71.08200483,43.01287926,16.11827957,0.946627249,2.253874403,40.56973926,39.06715632,,SULFURO,,,,,No,No
August,2023,19,19-Aug-23,TD,159.0133492,1.49,0.032259347,0.470801187,18.74620178,10.47506336,17.23,0.277,3.46,76.17668731,56.56493184,48.41295853,1.804853416,2.90159255,36.24371922,4.08213219,2.369298902,5.129666837,74.86367352,29.80896329,15.18018018,0.564445486,2.228074287,38.61995431,25.7268311,,SULFURO,,,,,No,No
August,2023,20,20-Aug-23,TD,127.6554884,1.59,0.025364568,0.564304539,20.72777452,12.33566945,13.93,0.169,3.97,84.65979723,64.38466867,67.98297961,1.718358755,2.084728138,48.97260773,4.814611788,2.029722266,3.237926328,72.03657153,26.46014181,10.34848485,0.311363511,1.15319819,23.0639638,21.64553002,,SULFURO,,,,,No,No
August,2023,21,21-Aug-23,TD,111.3102232,1.65,0.023882692,0.507096154,23.42109615,6.207685522,21.29,0.242,4.86,71.95920746,56.51018601,53.44912587,1.321616248,1.502259896,30.16935164,2.211798352,1.836618682,2.65838781,56.44498605,26.0700744,17.93103448,0.515002434,1.156127914,26.27563441,23.85827604,,SULFURO,,,,,No,No
August,2023,22,22-Aug-23,TD,102.5002062,1.63,0.037144314,0.576797552,22.49503825,5.906437176,20.11,0.432,4.94,71.09275035,67.01812191,49.35195827,1.187784516,2.55158086,29.17779965,2.077293955,1.670753361,3.807299858,59.12186805,23.05746059,17.3539823,0.482968845,1.255718998,29.9440684,20.98016664,,SULFURO,,,,,No,No
August,2023,23,23-Aug-23,TD,106.340385,1.68,0.040768731,0.89522304,18.67082287,5.895006184,23.49,0.548,12.23,77.51036318,74.51426143,75.73231676,1.384736953,3.230463389,72.09592564,2.005481104,1.786518468,4.335362556,95.19836276,19.85462492,18.0390625,0.401781515,1.104899167,23.10243713,17.84914382,,SULFURO,,,,,No,No
August,2023,24,24-Aug-23,TD,104.1426908,1.75,0.030779893,0.977570449,15.66507616,5.750453226,26.56,0.335,10.86,83.80372103,60.09674865,61.34159168,1.527320377,1.926401831,62.44992204,1.958604369,1.82249709,3.20550092,101.8068171,16.31403184,18.11034483,0.295176713,1.279099089,39.35689505,14.35542747,,SULFURO,,,,,No,No
August,2023,25,25-Aug-23,TD,103.87538,1.59,0.020966785,0.925183867,17.62092527,5.298506928,25.59,0.225,10.51,82.0944963,54.73833098,57.94494378,1.355887923,1.192164059,55.68730781,1.752746092,1.651618542,2.17793279,96.10382578,18.30380308,19.60465116,0.295730619,0.985768731,40.41651796,16.55105699,,SULFURO,,,,,No,No
August,2023,30,30-Aug-23,TD,80.46609984,1.85,0.022549479,0.978038194,21.39284722,5.518074555,23.31,0.193,8.15,86.40625,58.69422951,57.14475903,1.286263179,1.064988389,44.97230762,1.66976936,1.488622847,1.814468642,78.698919,17.2139898,14.58227848,0.202359668,0.749480253,33.72661138,15.54422044,,SULFURO,,,,,No,No
August,2023,31,31-Aug-23,TD,95.5715895,2.1,0.018774566,0.811878613,19.03068401,8.194481181,21.08,0.123,6.27,86.06844665,56.17302956,66.21693781,1.727396633,1.007921185,51.379397,2.643539629,2.00700338,1.79431516,77.5925295,18.1879272,11.66292135,0.279606747,0.786393975,26.2131325,15.54438757,,SULFURO,,,,,No,No
August,2023,13,13-Aug-23,TN,163.9101308,1.31,0.050668639,0.420107585,25.18989779,8.199915095,18.97,0.709,4.22,72.44352829,70.00201714,50.25224718,1.555523894,5.813739803,34.6036417,3.217646683,2.147222713,8.305103253,68.85988915,41.28879442,19.98924731,0.59169882,2.491363451,34.25624745,38.07114773,,SULFURO,,,,,No,No
August,2023,14,14-Aug-23,TN,169.7782136,1.36,0.043369054,0.402729094,25.20261893,7.736513487,20.42,0.47,4.23,68.41954108,49.38342878,47.86198321,1.579796054,3.636161339,32.72545205,2.764256269,2.308983704,7.36312044,68.37462606,42.78855618,21.94505495,0.72918765,3.726959101,35.64917401,40.02429992,,SULFURO,,,,,No,No
August,2023,15,15-Aug-23,TN,174.7715457,1.35,0.034483376,0.409974425,25.88547315,6.257804707,20.2,0.236,3.91,53.57582647,24.50493214,34.14847162,1.264076551,1.476841911,24.4680164,2.404248568,2.359415867,6.026712919,71.65186389,45.24044154,27.92857143,1.095339317,4.549871008,47.18384749,42.83619297,,SULFURO,,,,,No,No
August,2023,16,16-Aug-23,TN,172.8494742,1.37,0.033804189,0.467652216,22.01265465,8.166779832,20.93,0.292,4.05,72.18242131,40.81268012,40.91803893,1.709307019,2.384699711,33.07545832,2.938407383,2.368037796,5.843036292,80.83343968,38.04875782,21.16494845,0.658730777,3.458336581,47.75798136,35.11035043,,SULFURO,,,,,No,No
August,2023,17,17-Aug-23,TN,178.6433085,1.43,0.02807173,0.415611814,19.67472574,14.32161545,14.51,0.201,2.66,81.34608008,57.40267548,51.30964467,2.078066401,2.878644705,38.09549709,5.881887464,2.554599311,5.014826714,74.24626956,35.14758099,12.47368421,0.47653291,2.136182009,36.15077247,29.26569353,,SULFURO,,,,,No,No
August,2023,18,18-Aug-23,TN,158.506623,1.58,0.026026034,0.607284329,18.43297601,9.304880881,20.02,0.283,3.45,74.38243485,63.83249975,33.34958434,1.862837152,2.633281289,32.10183904,3.405586402,2.504404643,4.12529871,96.25858815,29.21748779,17.03478261,0.641567491,1.492017421,64.15674911,25.81190139,,SULFURO,,,,,No,No
August,2023,19,19-Aug-23,TN,159.72067,1.55,0.0237282,0.564354921,22.54464559,9.773829882,19.96,0.219,4.62,78.80113833,56.47847671,50.09487666,1.950856444,2.140468744,45.15509406,3.544968098,2.475670385,3.789883985,90.13914609,36.00845898,16.34166667,0.52481394,1.649415241,44.98405203,32.46349088,,SULFURO,,,,,No,No
August,2023,20,20-Aug-23,TN,91.47181098,1.62,0.0244682,0.498822733,18.24901218,8.169336299,15.08,0.172,3.24,83.13536812,62.78066586,58.00938611,1.231935914,1.405125843,26.46864961,3.397626967,1.481843338,2.23815059,45.62821878,16.69270193,11.1969697,0.249907424,0.833024747,19.15956918,13.29507496,,SULFURO,,,,,No,No
August,2023,21,21-Aug-23,TN,99.88047666,1.6,0.028984549,0.49856591,15.38162723,6.99308021,20.86,0.321,4.73,91.2813858,77.54010695,66.42422012,1.458756532,2.244778748,33.0772694,2.544781889,1.598087627,2.894990523,49.79700076,15.3632426,14.28275862,0.139331095,0.650211775,16.71973136,12.81846071,,SULFURO,,,,,Si,No
August,2023,22,22-Aug-23,TN,101.1808603,1.78,0.019336409,0.959829666,16.38378992,5.170349143,28.52,0.137,9.87,81.87494518,36.20480822,52.54658385,1.474583576,0.708337833,51.03134605,1.484407239,1.801019314,1.956474478,97.11639141,16.5772596,19.56944444,0.326435738,1.248136645,46.08504536,15.09285236,,SULFURO,,,,,No,No
August,2023,23,23-Aug-23,TN,101.2887515,1.77,0.024569745,0.680997053,17.5672446,7.512083238,20.62,0.169,7.06,86.40016427,51.01351351,76.88801379,1.548991564,1.269542067,53.03530766,2.611200134,1.792810901,2.488638754,68.97734126,17.79364272,13.48344371,0.243819337,1.219096687,15.9420336,15.18244259,,SULFURO,,,,,No,No
August,2023,24,24-Aug-23,TN,103.5585727,1.65,0.020076115,0.886246719,22.12341207,5.164338272,26.99,0.193,9.96,81.57321244,47.94090731,56.04454185,1.3938549,0.996717287,51.43680919,1.736250527,1.70871645,2.079053865,91.77844531,22.91068978,20.05263158,0.31486155,1.082336579,40.34163612,21.17443925,,SULFURO,,,,,No,No
August,2023,25,25-Aug-23,TN,104.7356216,1.48,0.016804521,0.811841775,21.17688573,5.611619745,24.09,0.137,7.91,87.21052572,43.68056593,52.2034143,1.351839196,0.768791905,44.38791218,1.898972122,1.5500872,1.760031924,85.02875296,22.17974291,18.6640625,0.198248004,0.991240019,40.64084078,20.28077079,,SULFURO,,,,,No,No
August,2023,30,30-Aug-23,TN,107.2881331,1.93,0.026416837,0.830768288,13.1210094,6.313645758,24.96,0.225,7.88,76.1054564,50.12221157,55.81807181,1.575885981,1.420570295,49.75152857,1.869470509,2.070660969,2.834213119,89.13157864,14.07728603,16.99305556,0.494774988,1.413642823,39.38005007,12.20781552,,SULFURO,,,,,No,No
August,2023,31,31-Aug-23,TN,104.0668419,1.74,0.025895105,0.708111888,16.48804196,5.094181072,27.58,0.257,9.22,77.59022587,48.58223062,63.73691487,1.40497514,1.309204536,46.96834948,1.46152055,1.810763049,2.694821787,73.69096791,17.15858456,20.42857143,0.405787909,1.385617252,26.72261842,15.69706401,,SULFURO,,,,,No,No
August,2023,13,13-Aug-23,DIA,282.654134,1.267989646,0.041552218,0.496230694,23.14065994,19.5194369,14.28432507,0.408026573,4.22,77.79576592,67.81194186,58.72739951,2.788219818,7.964448946,82.37202373,8.870615874,3.584025153,11.74490617,140.2616571,65.40803197,14.48065,0.795805334,3.780457228,57.88963337,56.5374161,,SULFURO,,,,,No,No
August,2023,14,14-Aug-23,DIA,340.3857203,1.334939092,0.035238916,0.386864888,22.75732344,20.59429155,15.61260515,0.309545393,3.131166892,70.76026484,53.14682494,48.96913419,3.215305423,6.374868066,64.48416386,8.365104393,4.543942043,11.99482391,131.6832836,77.46267931,16.52815876,1.328636619,5.619955846,67.19911975,69.09757491,,SULFURO,,,,,No,No
August,2023,15,15-Aug-23,DIA,347.286976,1.419545252,0.029251281,0.416313951,23.5702546,15.4285596,21.99509173,0.225895179,4.195312593,68.8356507,34.30828067,44.76929418,3.393525838,3.485237233,64.7276304,5.567241932,4.929895778,10.15858902,144.5804129,81.85642441,22.50935829,1.53636994,6.673351787,79.85278255,76.28918248,,SULFURO,,,,,No,No
August,2023,16,16-Aug-23,DIA,347.6880986,1.445429081,0.031391341,0.486769251,20.73600135,18.04089323,22.46796479,0.276127765,4.356498322,80.65571729,45.64239408,46.43897508,4.053421539,4.981591534,78.59512107,6.434830937,5.025584887,10.91439578,169.2438753,72.09660881,19.27222196,0.972163348,5.932804246,90.64875422,65.66177787,,SULFURO,,,,,No,No
August,2023,17,17-Aug-23,DIA,355.8104238,1.420041488,0.029696789,0.432053071,21.85647324,23.27827602,15.39495898,0.224855416,2.883163568,70.92668295,49.53657839,43.65804979,3.583681045,5.234246437,67.11507736,9.47709102,5.052655637,10.56642709,153.7289863,77.76761005,15.28508483,1.468974593,5.33218065,86.61390889,68.29051903,,SULFURO,,,,,No,No
August,2023,18,18-Aug-23,DIA,318.7037653,1.569946956,0.024475483,0.525066257,22.6637947,19.2437296,17.74752292,0.210693911,3.253740616,68.25819788,51.97838383,37.4171643,3.415285322,4.054536656,62.61410461,7.351309344,5.003480063,7.800428481,167.340593,72.23036705,16.56143439,1.58819474,3.745891824,104.7264884,64.87905771,,SULFURO,,,,,No,No
August,2023,19,19-Aug-23,DIA,318.7340192,1.520066575,0.027984308,0.517681859,20.64963836,20.24889324,18.54772909,0.24900429,4.01991419,77.51772278,56.52819738,49.33177109,3.755709861,5.042061294,81.39881327,7.627100289,4.844969287,8.919550822,165.0028196,65.81742227,15.74081187,1.089259426,3.877489528,83.60400634,58.19032198,,SULFURO,,,,,No,No
August,2023,20,20-Aug-23,DIA,219.1272994,1.602523106,0.024990391,0.53697002,19.69304776,20.50500575,14.38816796,0.170195221,3.679162944,84.01650436,63.72908988,64.11540541,2.950294669,3.489853981,75.44125734,8.212238754,3.511565604,5.476076918,117.6647903,43.15284374,10.68652709,0.561270935,1.986222937,42.22353297,34.94060498,,SULFURO,,,,,No,No
August,2023,21,21-Aug-23,DIA,211.1906998,1.626353013,0.026295563,0.503061863,19.61891174,13.20076573,21.06220833,0.283850098,4.79113275,80.94936014,67.47313832,59.53072127,2.78037278,3.747038644,63.24662103,4.75658024,3.434706309,5.553378333,106.2419868,41.43331699,15.99836737,0.654333529,1.806339689,42.99536577,36.67673675,,SULFURO,,,,,No,No
August,2023,22,22-Aug-23,DIA,203.6810665,1.704514187,0.028298037,0.767073062,19.45920692,11.07678632,24.03556424,0.294301849,7.241192832,76.68612957,56.55874958,51.33771073,2.662368092,3.259918693,80.2091457,3.561701194,3.471772675,5.763774336,156.2382595,39.63472019,18.38810108,0.809404583,2.503855643,76.02911377,36.07301899,,SULFURO,,,,,No,No
August,2023,23,23-Aug-23,DIA,13.40708942,21.88191951,0.335643727,9.333213895,34.43462702,194.2220471,0.332403485,0.011965665,0.201030065,18.03692217,34.05620469,23.78212474,0.645600853,2.323995854,39.04447073,33.0315864,2.933728517,4.500005456,125.1312333,4.616681238,0,2.288127664,2.176009602,86.08676257,-28.41490517,,SULFURO,,,,,No,No
August,2023,24,24-Aug-23,DIA,207.7012636,1.700140615,0.025443056,0.932036999,18.88516273,10.9147915,26.76345468,0.267812639,10.43416461,82.72440179,55.31438761,58.83026932,2.921175277,2.923119117,113.8867312,3.694854896,3.53121354,5.284554785,193.5852624,39.22472162,19.02933864,0.610038263,2.361435668,79.69853117,35.52986672,,SULFURO,,,,,No,No
August,2023,25,25-Aug-23,DIA,208.6110017,1.534773198,0.018877071,0.868279129,19.40623729,10.91012667,24.81847554,0.179737232,9.172690932,84.57139216,49.79617915,55.24970753,2.707727119,1.960955964,100.07522,3.651718213,3.201705742,3.937964714,181.1325787,40.48354599,19.12085972,0.493978623,1.97700875,81.05735874,36.83182778,,SULFURO,,,,,No,No
August,2023,30,30-Aug-23,DIA,187.754233,1.895714286,0.024759398,0.893883962,16.66608275,11.83172031,24.19047344,0.210075849,8.005922528,80.41362554,53.46803272,56.44018073,2.86214916,2.485558685,94.72383619,3.539239869,3.559283816,4.648681761,167.8304976,31.29127584,15.86871799,0.697134656,2.163123076,73.10666145,27.75203597,,SULFURO,,,,,No,No
August,2023,31,31-Aug-23,DIA,199.6384314,1.912340426,0.022486337,0.757787448,17.70526422,13.28866225,23.5717615,0.174368622,7.400876372,82.04723445,51.616285,65.00890591,3.132371773,2.317125721,98.34774649,4.105060178,3.817766429,4.489136947,151.2834974,35.34651176,15.0232151,0.685394656,2.172011226,52.93575092,31.24145158,,SULFURO,,,,,No,No
September,2023,01,1-Sep-23,TD,55.08203481,1.524481572,0.029169226,0.574590081,20.90808228,3.345723066,19.29136454,0.260750856,5.057051398,76.86361108,54.29762673,53.45880646,0.645435633,0.872400153,16.91949351,1.256862519,0.83971547,1.606700339,31.64959083,11.51659716,16.46341724,0.194279837,0.734300186,14.73009732,10.25973464,,SULFURO,,,,,No,No
September,2023,08,8-Sep-23,TD,150.3652756,1.48,0.017463415,0.67804878,18.15487805,7.334891494,20.59,0.163,7.27,67.86420567,45.53072626,52.30215827,1.510254159,1.195587314,53.32466116,2.683103309,2.225406079,2.625891155,101.9549918,27.29863242,20.5,0.715151921,1.430303841,48.63033061,24.61552911,,SULFURO,,,,,No,No
September,2023,09,9-Sep-23,TD,158.8818237,1.75,0.016162989,0.648967972,18.11047687,13.23072838,14.63,0.073,3.72,69.61708185,37.61063895,47.73415223,1.935655562,0.965843172,49.21830958,4.829215859,2.780431915,2.568005221,103.1092149,28.77425594,12.00854701,0.844776353,1.602162049,53.89090528,23.94504008,,SULFURO,,,,,No,No
September,2023,10,10-Sep-23,TD,149.400931,1.55,0.015108072,0.744663109,13.67241494,10.86371013,15.45,0.093,5.65,72.48057845,44.76089548,55.17133259,1.678443214,1.010325042,61.37996221,4.079323152,2.31571443,2.257160029,111.2533617,20.42671521,13.75229358,0.637271216,1.246834988,49.87339951,16.34739206,,SULFURO,,,,,No,No
September,2023,11,11-Sep-23,TD,182.3404651,1.44,0.011291812,0.975556333,13.98652904,14.2912051,14.61,0.05,6.45,79.51947749,34.70500744,51.81949256,2.087945065,0.714560255,92.17827289,4.68179879,2.625702697,2.058954335,177.8833955,25.5031021,12.75892857,0.537757632,1.34439408,85.70512258,20.82130331,,SULFURO,,,,,No,No
September,2023,12,12-Sep-23,TD,180.8127751,1.44,0.011549822,1.012046263,14.1116637,15.28221854,11.73,0.05,6.45,68.84823547,36.5891234,53.86623767,1.792604234,0.764110927,98.57030956,5.006454793,2.603703962,2.088355379,182.9908934,25.51569075,11.83157895,0.811099727,1.324244453,84.42058385,20.50923596,,SULFURO,,,,,No,No
September,2023,13,13-Sep-23,TD,183.4370991,1.43,0.015860108,0.585764796,11.65161414,11.98474514,13.59,0.114,4.96,62.09048446,46.96132597,55.32227588,1.628726864,1.366260946,59.44433588,4.39959994,2.623150517,2.909332131,107.450995,21.37338298,15.30588235,0.994423653,1.543071186,48.00665911,16.97378304,,SULFURO,,,,,No,No
September,2023,14,14-Sep-23,TD,185.2244131,1.36,0.017946023,0.566846591,13.90559659,11.0503201,14.6,0.222,4.3,64.04578877,73.80085484,45.25635243,1.613346735,2.453171062,47.51637643,3.915128412,2.519052018,3.324041527,104.9938271,25.75655967,16.76190476,0.905705284,0.870870465,57.47745069,21.84143126,,SULFURO,,,,,No,No
September,2023,15,15-Sep-23,TD,163.3901179,1.44,0.01865365,0.678368093,13.27850157,9.286827307,22.68,0.128960292,4.907539325,89.52042629,39.29468188,41.11875524,2.106252433,1.19763196,45.57547021,2.907569128,2.352817698,3.047822004,110.8386427,21.69575938,17.59375,0.246565265,1.850190043,65.2631725,18.78819026,,SULFURO,,,,,No,No
September,2023,16,16-Sep-23,TD,169.1090682,1.476163612,0.010499501,0.67898029,14.12513266,10.57037497,19.10994461,0.084880102,8.278392892,80.91861293,17.31273501,76.21007051,2.019992802,0.307398133,87.50571699,3.593927489,2.496326529,1.775560783,114.8217242,23.88688022,17.9140625,0.476333728,1.468162649,27.31600724,20.29295273,,SULFURO,,,,,No,No
September,2023,17,17-Sep-23,TD,144.69192,1.59,0.00967631,1.084425332,14.8056294,13.68860228,13.17,0.064,9.74,78.36163276,62.5727214,84.97166506,1.802788921,0.876070546,133.3269862,4.654124776,2.300601528,1.400083817,156.9075834,21.42254944,10.57024793,0.497812607,0.524013271,23.58059719,16.76842467,,SULFURO,,,,,No,No
September,2023,18,18-Sep-23,TD,183.304825,1.61,0.008984348,0.521895652,15.70907826,9.882521,17.93,0.114,4.486,60.0410478,68.40882695,46.3414309,1.771936015,1.126607394,44.33298921,2.522019359,2.951207683,1.646874306,95.66599119,28.79549842,18.5483871,1.179271667,0.520266912,51.33300198,26.27347906,,SULFURO,,,,,No,No
September,2023,19,19-Sep-23,TD,177.8311007,1.601612266,0.019986926,0.596248018,14.07984714,10.41068398,17.09245799,0.167195658,4.088691843,62.47678624,26.18543571,40.14477039,1.779441785,0.930708188,42.56607865,3.539632552,2.848164722,3.554297121,106.0314413,25.03834715,18.5483871,1.068722937,2.623588933,63.46536264,21.49871459,,SULFURO,,,,,No,No
September,2023,20,20-Sep-23,TD,176.74644,1.86,0.025338192,0.655696793,0,12.88239359,17.76,0.195,3.87,69.59465814,56.09250949,43.0183545,2.287913101,2.512066749,49.85486318,0,3.287483784,4.478435306,115.8920739,0,13.72,0.999570683,1.966368557,66.0372107,0,,SULFURO,,,,,No,No
September,2023,21,21-Sep-23,TD,174.0025,1.79,0.025770982,0.575879464,0,8.001007813,23.16,0.187,3.81,59.49421389,33.36566944,30.42163771,1.853033409,1.496188461,30.48383977,0,3.11464475,4.48421532,100.2044665,0,21.74757282,1.261611341,2.988026859,69.72062672,0,,SULFURO,,,,,No,No
September,2023,22,22-Sep-23,TD,146.937654,1.786310732,0.02132695,0.375486569,14.10443236,8.901587158,18.23797166,0.121806375,4.051089727,61.85201833,22.96996271,65.35996368,1.623468943,0.719817073,36.06112829,3.026539634,2.624763083,3.133732006,55.17311556,20.72472202,16.50690505,1.00129414,2.413914933,19.11198727,17.69818239,,SULFURO,,,,,No,No
September,2023,23,23-Sep-23,TD,131.7564432,1.45,0.019484929,0.513003702,0,8.709442304,19.11,0.21,4.37,87.11865643,71.24246865,56.30920842,1.664374424,1.828982884,38.06026287,0,1.910468426,2.567264889,67.59154308,0,15.128,0.246094002,0.738282005,29.53128021,0,,SULFURO,,,,,No,No
September,2023,25,25-Sep-23,TD,167.6151651,1.69,0.029666667,0.487557078,0,11.09780774,18.05,0.166,4.12,70.71546297,37.04786825,55.94942636,2.003154296,1.842236084,45.72296787,0,2.832696291,4.972583232,81.72196007,0,15.10344828,0.829541994,3.130347148,35.9989922,0,,SULFURO,,,,,No,No
September,2023,26,26-Sep-23,TD,127.2704,1.7,0.029461911,0.689536011,0,12.42737285,14.73,0.274,3.55,84.60689262,90.81164939,50.2716709,1.830552021,3.405100162,44.11717363,0,2.1635968,3.749629243,87.75752394,0,10.24113475,0.333044779,0.344529081,43.64035032,0,,SULFURO,,,,,No,No
September,2023,27,27-Sep-23,TD,144.2895,1.55,0.021354201,0.508846787,0,9.983787479,18.5,0.201,4.26,82.58489664,65.12883814,57.92728332,1.847000684,2.006741283,42.53093466,0,2.23648725,3.081186984,73.42124854,0,14.45238095,0.389486566,1.0744457,30.89031388,0,,SULFURO,,,,,No,No
September,2023,28,28-Sep-23,TD,151.012,1.76,0.026728665,0.46678337,0,15.31047994,14.08,0.175,2.92,81.1086798,66.38013372,63.42271392,2.155715576,2.67933399,44.70660143,0,2.6578112,4.03634919,70.48989024,0,9.863309353,0.502095624,1.357015201,25.78328881,0,,SULFURO,,,,,No,No
September,2023,29,29-Sep-23,TD,149.17084,1.68,0.058393713,0.518892216,0,11.27713686,14.03,0.589,3.44,63.13399986,76.25426206,50.11828515,1.582182301,6.642233608,38.79335079,0,2.506070112,8.710639156,77.40358767,0,13.22772277,0.923887811,2.068405547,38.61023688,0,,SULFURO,,,,,No,No
September,2023,30,30-Sep-23,TD,168.63555,1.63,0.04650158,0.558438932,0,14.68273675,15.89,0.408352838,3.951171915,84.87781121,76.45849538,61.60388726,2.333086869,5.995737219,58.01401707,0,2.748759465,7.841819525,94.17265639,0,11.48529412,0.415672596,1.846082306,36.15863932,0,,SULFURO,,,,,No,No
September,2023,07,7-Sep-23,TN,157.3193989,1.5,0.033509745,0.718770615,18.69106447,12.02891955,13.82,0.245,6.26,70.44677661,55.90353899,66.5929665,1.662396682,2.947085291,75.30103641,4.400178773,2.359790983,5.27173296,113.076561,29.40467026,13.07843137,0.697394301,2.324647669,37.77552462,25.00449149,,SULFURO,,,,,No,No
September,2023,08,8-Sep-23,TN,177.266185,1.75,0.020856376,0.793604027,18.783,14.39544187,15.44,0.155,5.36,71.64870566,60.35204016,54.84790312,2.222656225,2.23129349,77.15956844,5.265852637,3.102158238,3.697130179,140.6791583,33.29590754,12.31404959,0.879502013,1.465836689,63.51958984,28.0300549,,SULFURO,,,,,No,No
September,2023,09,9-Sep-23,TN,173.6871526,1.87,0.028785507,0.561855072,19.09881159,15.98425245,14.4,0.076,3.54,70.86724018,24.29765381,57.98338836,2.301732353,1.214803186,56.58425368,6.315378144,3.247949754,4.99967279,97.58700772,33.17218204,10.86614173,0.946217401,3.784869604,41.00275405,26.8568039,,SULFURO,,,,,No,No
September,2023,10,10-Sep-23,TN,179.2179847,1.46,0.020552941,0.805941176,17.93295588,11.33290197,14.2,0.088,5.19,61.50282031,27.07498569,40.72148018,1.60927208,0.997295373,58.81776123,4.354100937,2.616582576,3.683456697,144.4391534,32.13908212,15.81395349,1.007310496,2.686161323,85.62139217,27.78498119,,SULFURO,,,,,No,No
September,2023,11,11-Sep-23,TN,181.2197838,1.58,0.00985498,0.625946418,11.82765871,9.076820855,17.89,0.064,5.48,56.7128418,32.52762839,43.85019772,1.623843251,0.580916535,49.74097828,3.204117762,2.863272584,1.785917275,113.4338746,21.43405754,19.96511628,1.239429333,1.205000741,63.69289629,18.22993978,,SULFURO,,,,,No,No
September,2023,12,12-Sep-23,TN,179.6099316,1.31,0.010593625,0.876812749,13.64790837,11.09144996,15.44,0.05,6.45,72.78367446,29.1462956,45.42666303,1.712519873,0.554572498,71.53985222,3.633559006,2.352890103,1.902720351,157.4842778,24.51299888,16.19354839,0.64037023,1.348147853,85.94442561,20.87943987,,SULFURO,,,,,No,No
September,2023,13,13-Sep-23,TN,182.4148293,1.51,0.018096301,0.554145625,14.58167939,6.855284249,17.9,0.123,5.27,44.54935389,25.54351353,35.73979294,1.227095881,0.843199963,36.12734799,2.37192835,2.754463923,3.301033594,101.0843797,26.59914557,26.609375,1.527368042,2.457833631,64.95703168,24.22721722,,SULFURO,,,,,No,No
September,2023,14,14-Sep-23,TN,164.879213,1.44,0.01784589,1.037609589,14.46840411,13.89050904,14.81,0.114,4.49,86.64526256,53.81692573,36.45563103,2.057184389,1.583518031,62.3683856,4.921407354,2.374260668,2.942416367,171.0802525,23.85539083,11.8699187,0.317076278,1.358898336,108.7118669,18.93398348,,SULFURO,,,,,No,No
September,2023,15,15-Sep-23,TN,155.5985297,1.47,0.014861317,0.930449193,13.81776712,8.685831574,23.12,0.114,4.49,87.79633964,42.82067083,26.93764296,2.00816426,0.990184799,38.99938377,3.077390127,2.287298386,2.312399082,144.7765264,21.50024247,17.9140625,0.279134126,1.322214283,105.7771426,18.42285234,,SULFURO,,,,,No,No
September,2023,16,16-Sep-23,TN,185.1962794,1.61,0.01885273,0.319382239,14.05118588,10.92995141,18.67,0.16,3.02,68.43911981,50.08777063,55.80616192,2.040621927,1.748792225,33.00845324,3.716183478,2.981660099,3.491455505,59.14840245,26.02227346,16.94392523,0.941038171,1.74266328,26.1399492,22.30608999,,SULFURO,,,,,No,No
